,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
609,24x9zV,18-24 years old,Non-binary, At home
610,rlr8YN,25-34 years old,Male, At home
611,rlr8YN,25-34 years old,Male, At the office
612,xdN80d,25-34 years old,Male, At home
613,xdN80d,25-34 years old,Male, At a cafe
614,1r2QgW,55-64 years old,Male, At home
615,EPbo64,25-34 years old,Prefer not to say, At home
616,qbE877,35-44 years old,Male, At home
617,KMBrGV,35-44 years old,Female, At home
618,KMBrGV,35-44 years old,Female, At the office
619,6dQ6WY,35-44 years old,Non-binary, At home
620,6dQ6WY,35-44 years old,Non-binary, On the go
621,6dQ6WY,35-44 years old,Non-binary, At a cafe
622,EPboA4,45-54 years old,Male, At home
623,PABZy5,25-34 years old,Female, At home
624,ZdRbgz,25-34 years old,Male, At the office
625,EPbo6r,25-34 years old,Male, At home
626,6dQ6zB,35-44 years old,Male, At home
627,LdM4Ey,25-34 years old,Male, At home
628,LdM4Ey,25-34 years old,Male, At the office
629,LdM4Ey,25-34 years old,Male, At a cafe
630,ylq8gg,35-44 years old,Male, At home
631,42NlOY,25-34 years old,Male, At home
632,42NlOY,25-34 years old,Male, At a cafe
633,MAdjPM,25-34 years old,Male, At home
634,8dpb5O,55-64 years old,Male, At home
635,1r2QRl,25-34 years old,Male, At home
636,1r2QRl,25-34 years old,Male, At the office
637,1r2QRl,25-34 years old,Male, On the go
638,1r2QRl,25-34 years old,Male, At a cafe
639,jB985Q,45-54 years old,Female, At home
640,J2kEBo,55-64 years old,Male, At home
641,eBxgvk,55-64 years old,Female, At home
642,eBxgvk,55-64 years old,Female, At a cafe
643,7d97jZ,25-34 years old,Male, On the go
644,7d97jZ,25-34 years old,Male, At a cafe
645,dY2JzK,35-44 years old,Male, At home
646,dY2JzK,35-44 years old,Male, On the go
647,PABZe5,35-44 years old,Male, At home
648,J2kEGo,35-44 years old,Male, At home
649,J2kEGo,35-44 years old,Male, At the office
650,ylq8zx,25-34 years old,Female, At home
651,xdN8z5,25-34 years old,Male, At home
652,xdN8z5,25-34 years old,Male, At the office
653,xdN8z5,25-34 years old,Male, At a cafe
654,NAB2dj,25-34 years old,Male, At home
655,NAB2dj,25-34 years old,Male, At the office
656,ylq81x,18-24 years old,Male, At home
657,vNx8zD,45-54 years old,Male, At home
658,vNx8zD,45-54 years old,Male, At the office
659,vNx8zD,45-54 years old,Male, On the go
660,vNx8zD,45-54 years old,Male, At a cafe
661,oAV8zP,25-34 years old,Male, At home
662,oAV8zP,25-34 years old,Male, At the office
663,oAV8zP,25-34 years old,Male, On the go
664,oAV8zP,25-34 years old,Male, At a cafe
665,QABNkG,35-44 years old,Male, At home
666,PABZqd,35-44 years old,Male, At the office
667,PABZqd,35-44 years old,Male, At a cafe
668,oAV8LX,18-24 years old,Male, At the office
669,oAV8LX,18-24 years old,Male, On the go
670,oAV8LX,18-24 years old,Male, At a cafe
671,XeB6Pd,18-24 years old,Female, At home
672,AlbMRB,35-44 years old,Male, At home
673,AlbMRB,35-44 years old,Male, At a cafe
674,jB98XR,18-24 years old,Female, At home
675,NAB2Zb,25-34 years old,Female, At a cafe
676,aBrpMy,25-34 years old,Female, At home
677,aBrpMy,25-34 years old,Female, At the office
678,OABxKK,18-24 years old,Male, On the go
679,OABxKK,18-24 years old,Male, At a cafe
680,EPbooq,25-34 years old,Female, At a cafe
681,PABZq0,35-44 years old,Male, At home
682,PABZq0,35-44 years old,Male, At the office
683,GrBOE2,25-34 years old,Male, At home
684,GrBOE2,25-34 years old,Male, On the go
685,GrBOE2,25-34 years old,Male, At a cafe
686,pLPYYZ,25-34 years old,Male, At home
687,GrBOVj,25-34 years old,Male, At home
688,rlr8Z5,25-34 years old,Female, At home
689,rlr8Z5,25-34 years old,Female, At the office
690,rlr8Z5,25-34 years old,Female, On the go
691,rlr8Z5,25-34 years old,Female, At a cafe
692,KMBr2M,25-34 years old,Male, At home
693,KMBr2M,25-34 years old,Male, At the office
694,kYR8BJ,25-34 years old,Female, At home
695,aBrpJ9,25-34 years old,Female, At home
696,aBrpJ9,25-34 years old,Female, At a cafe
697,bl41a0,25-34 years old,Male, At home
698,bl41a0,25-34 years old,Male, At the office
699,bl41a0,25-34 years old,Male, At a cafe
700,RzBqyp,25-34 years old,Male, At home
701,1r2Q0M,45-54 years old,Male, At home
702,GrBOO2,35-44 years old,Male, At home
703,jB98V6,35-44 years old,Male, At home
704,jB98V6,35-44 years old,Male, On the go
705,QABNpg,18-24 years old,Male, At home
706,QABNpg,18-24 years old,Male, At the office
707,DVvR6j,25-34 years old,Male, At home
708,xdN8q9,25-34 years old,Female, At home
709,xdN8W9,25-34 years old,Female, At home
710,rlr8ep,>65 years old,Female, At home
711,rlr8ep,>65 years old,Female, At the office
712,rlr8ep,>65 years old,Female, On the go
713,rlr8ep,>65 years old,Female, At a cafe
714,WApa4L,25-34 years old,Female, At home
715,WApa4L,25-34 years old,Female, At the office
716,WApa4L,25-34 years old,Female, On the go
717,WApa4L,25-34 years old,Female, At a cafe
718,lNl8pV,35-44 years old,Male, At home
719,9dJAbX,25-34 years old,Female, At home
720,9dJAbX,25-34 years old,Female, On the go
721,9dJAbX,25-34 years old,Female, At a cafe
722,zKQ8A1,25-34 years old,Female, At home
723,zKQ8A1,25-34 years old,Female, At the office
724,zKQ8A1,25-34 years old,Female, On the go
725,QABNP1,35-44 years old,Female, At home
726,GrBOMQ,35-44 years old,Male, At home
727,GrBOMQ,35-44 years old,Male, At a cafe
728,RzBqpQ,25-34 years old,Male, At home
729,24x9MM,18-24 years old,Male, At home
730,7d9rX0,25-34 years old,Male, At home
731,YZz72z,18-24 years old,Other (please specify), At home
732,YZz72z,18-24 years old,Other (please specify), At a cafe
733,42Nl0b,18-24 years old,Other (please specify), At home
734,lNl8JX,35-44 years old,Male, At home
735,xdN8kd,25-34 years old,Female, At a cafe
736,VZ1WWE,35-44 years old,Male, At home
737,bl4QV6,25-34 years old,Female, At the office
738,LdM4xG,55-64 years old,Male, At home
739,VZ1OLj,25-34 years old,Male, At home
740,VZ1OLj,25-34 years old,Male, At the office
741,KMBrrk,35-44 years old,Female, At home
742,5dqaWQ,25-34 years old,Male, At home
743,5dqaWQ,25-34 years old,Male, At the office
744,5dqaWQ,25-34 years old,Male, At a cafe
745,NAB22W,35-44 years old,Male, At home
746,NAB22W,35-44 years old,Male, At the office
747,eBxWZx,35-44 years old,Male, At home
748,eBxWZx,35-44 years old,Male, At a cafe
749,OABxOM,25-34 years old,Male, At home
750,lNl825,25-34 years old,Male, At home
751,lNl825,25-34 years old,Male, At the office
752,EPboy2,25-34 years old,Male, At home
753,EPboy2,25-34 years old,Male, At the office
754,EPboy2,25-34 years old,Male, At a cafe
755,LdM48z,25-34 years old,Female, At home
756,LdM48z,25-34 years old,Female, At the office
757,KMBKYX,18-24 years old,Male, At home
758,KMBKYX,18-24 years old,Male, At the office
759,KMBKYX,18-24 years old,Male, On the go
760,KMBKYX,18-24 years old,Male, At a cafe
761,NAB21W,25-34 years old,Female, At home
762,NAB21W,25-34 years old,Female, At the office
763,NAB21W,25-34 years old,Female, On the go
764,42NlMo,35-44 years old,Female, At home
765,42NlMo,35-44 years old,Female, At a cafe
766,BGbJv4,25-34 years old,Non-binary, At home
767,BGbJv4,25-34 years old,Non-binary, At a cafe
768,rlr8No,35-44 years old,Male, At home
769,24xGEe,45-54 years old,Male, At home
770,24xGEe,45-54 years old,Male, At the office
771,lNlkBN,25-34 years old,Female, At home
772,eBxWae,25-34 years old,Male, At home
773,WApavR,25-34 years old,Male, At home
774,WApavR,25-34 years old,Male, At the office
775,1r2o9p,25-34 years old,Male, At home
776,OABM7R,35-44 years old,Male, At home
777,aBrqOX,25-34 years old,Male, At home
778,aBrqOX,25-34 years old,Male, At a cafe
779,qbE1GG,35-44 years old,Male, At home
780,qbE1GG,35-44 years old,Male, On the go
781,qbE1GG,35-44 years old,Male, At a cafe
782,8dp4aP,25-34 years old,Male, At home
783,8dp4aP,25-34 years old,Male, At the office
784,0EjR7j,35-44 years old,Male, At home
785,YZz7EN,25-34 years old,Male, At home
786,OABxRk,45-54 years old,Male, At home
787,OABxRk,45-54 years old,Male, On the go
788,OABxRk,45-54 years old,Male, At a cafe
789,AlbMgN,18-24 years old,Male, At home
790,OABxWM,25-34 years old,Female, At home
791,OABxWM,25-34 years old,Female, At the office
792,OABxWM,25-34 years old,Female, On the go
793,xdN5Yy,25-34 years old,Male, At home
794,AlbMYB,25-34 years old,Male, At home
795,AlbMYB,25-34 years old,Male, At the office
796,AlbMYB,25-34 years old,Male, On the go
797,AlbMYB,25-34 years old,Male, At a cafe
798,ylq5Jg,25-34 years old,Male, At the office
799,VZ1WRj,18-24 years old,Prefer not to say, At home
800,jB9Ala,35-44 years old,Male, At home
801,jB9Ala,35-44 years old,Male, At a cafe
802,J2kvz4,25-34 years old,Female, At home
803,oAV8W5,45-54 years old,Female, At home
804,oAV8W5,45-54 years old,Female, At the office
805,oAV8W5,45-54 years old,Female, At a cafe
806,oAVLGe,25-34 years old,Male, At home
807,oAVLGe,25-34 years old,Male, On the go
808,KMBKlA,18-24 years old,Male, At home
809,KMBKlA,18-24 years old,Male, At a cafe
810,6dQEDY,25-34 years old,Male, At home
811,1r2o7Q,25-34 years old,Male, At home
812,1r2o7Q,25-34 years old,Male, At the office
813,1r2o7Q,25-34 years old,Male, At a cafe
814,1r2oVQ,25-34 years old,Male, At home
815,0EjR8y,25-34 years old,Male, At home
816,LdMLzp,25-34 years old,Female, At home
817,LdMLzp,25-34 years old,Female, At a cafe
818,LdML7p,35-44 years old,Male, At home
819,LdML7p,35-44 years old,Male, At the office
820,LdML7p,35-44 years old,Male, At a cafe
821,jB9Ab4,25-34 years old,Female, At home
822,aBrq4B,25-34 years old,Male, At the office
823,DVv6Nq,25-34 years old,Male, At home
824,DVv6Nq,25-34 years old,Male, None of these
825,DVv6pR,18-24 years old,Male, At home
826,rlrMON,25-34 years old,Male, At home
827,rlrMON,25-34 years old,Male, On the go
828,g5N6Ml,25-34 years old,Male, At home
829,NAB1oB,35-44 years old,Male, At home
830,NAB1oB,35-44 years old,Male, At the office
831,NAB1oB,35-44 years old,Male, At a cafe
832,VZ1Ojy,25-34 years old,Male, At home
833,VZ1Ojy,25-34 years old,Male, On the go
834,VZ1Ojy,25-34 years old,Male, At a cafe
835,dY2exq,25-34 years old,Male, At home
836,dY2exq,25-34 years old,Male, At a cafe
837,RzByo9,25-34 years old,Male, At home
838,XeBP4g,25-34 years old,Female, At the office
839,vNx5P0,35-44 years old,Male, At home
840,6dQEZk,25-34 years old,Male, At home
841,6dQEZk,25-34 years old,Male, At a cafe
842,bl4QeL,25-34 years old,Male, At home
843,PABJ55,25-34 years old,Male, At home
844,aBrq9b,45-54 years old,Male, At home
845,LdMLPv,25-34 years old,Female, At home
846,LdMLPv,25-34 years old,Female, At the office
847,LdMLPv,25-34 years old,Female, On the go
848,LdMLPv,25-34 years old,Female, At a cafe
849,qbE1VY,18-24 years old,Male, At home
850,qbE1VY,18-24 years old,Male, At a cafe
851,oAVLEx,25-34 years old,Male, At home
852,oAVLEx,25-34 years old,Male, At the office
853,oAVLEx,25-34 years old,Male, At a cafe
854,PABJ1V,25-34 years old,Male, At home
855,PABJ1V,25-34 years old,Male, At the office
856,PABJ1V,25-34 years old,Male, At a cafe
857,0EjR6N,25-34 years old,Female, At home
858,0EjR6N,25-34 years old,Female, At the office
859,0EjR6N,25-34 years old,Female, At a cafe
860,BGbW75,>65 years old,Male, At home
861,8dp4L5,25-34 years old,Male, At home
862,8dp4L5,25-34 years old,Male, At the office
863,GrBARZ,25-34 years old,Male, At home
864,rlrMBR,25-34 years old,Male, At home
865,GrBAve,18-24 years old,Male, At home
866,GrBAve,18-24 years old,Male, At the office
867,g5N6qO,18-24 years old,Female, At home
868,g5N6qO,18-24 years old,Female, On the go
869,J2kvOo,35-44 years old,Male, At home
870,J2kvOo,35-44 years old,Male, At the office
871,J2kvOo,35-44 years old,Male, At a cafe
872,GrBAlp,35-44 years old,Non-binary, At home
873,7d9r2P,25-34 years old,Male, At home
874,1r2odl,18-24 years old,Male, At home
875,J2kvdR,25-34 years old,Male, At home
876,J2kvdR,25-34 years old,Male, At a cafe
877,jB9APx,25-34 years old,Male, At home
878,DVv6kZ,18-24 years old,Male, At home
879,DVv6kZ,18-24 years old,Male, On the go
880,xdN8Ok,25-34 years old,Female, At home
881,xdN8Ok,25-34 years old,Female, On the go
882,NAB1qO,35-44 years old,Male, At home
883,GrBA9Z,35-44 years old,Non-binary, At home
884,GrBA9Z,35-44 years old,Non-binary, At a cafe
885,bl4Qdg,25-34 years old,Male, At home
886,5dqPZo,25-34 years old,Male, At home
887,5dqPZo,25-34 years old,Male, At the office
888,J2kEyz,35-44 years old,Male, At home
889,J2kEyz,35-44 years old,Male, At the office
890,J2kEyz,35-44 years old,Male, On the go
891,J2kEyz,35-44 years old,Male, At a cafe
892,jB98j9,25-34 years old,Female, At home
893,jB98j9,25-34 years old,Female, At the office
894,DVv67R,35-44 years old,Male, At home
895,DVv67R,35-44 years old,Male, At the office
896,DVv67R,35-44 years old,Male, On the go
897,QABlV8,35-44 years old,Non-binary, At home
898,LdMLpj,25-34 years old,Male, At home
899,42NVrX,25-34 years old,Male, At home
900,42NVrX,25-34 years old,Male, At a cafe
901,VZ1OpM,18-24 years old,Male, At home
902,VZ1OpM,18-24 years old,Male, At a cafe
903,42NlWr,18-24 years old,Female, At home
904,42NlWr,18-24 years old,Female, At the office
905,42NlWr,18-24 years old,Female, On the go
906,42NlWr,18-24 years old,Female, At a cafe
907,KMBKV8,25-34 years old,Male, At home
908,aBrq6q,18-24 years old,Male, At home
909,aBrq6q,18-24 years old,Male, At a cafe
910,YZzlPW,25-34 years old,Male, At home
911,zKQ5jM,25-34 years old,Male, At home
912,XeBPJY,35-44 years old,Male, At home
913,XeBPJY,35-44 years old,Male, At the office
914,kYRB61,25-34 years old,Male, At home
915,kYRB61,25-34 years old,Male, At the office
916,kYRB61,25-34 years old,Male, At a cafe
917,zKQ5y0,35-44 years old,Male, At home
918,zKQ5y0,35-44 years old,Male, At the office
919,zKQ5y0,35-44 years old,Male, At a cafe
920,RzBy5d,25-34 years old,Male, At home
921,RzBy5d,25-34 years old,Male, At a cafe
922,ZdRrNy,25-34 years old,Male, At home
923,6dQE7B,25-34 years old,Male, At home
924,6dQE7B,25-34 years old,Male, On the go
925,0EjRey,25-34 years old,Female, At home
926,0EjRey,25-34 years old,Female, On the go
927,QABlDp,25-34 years old,Female, At home
928,24xGB9,18-24 years old,Male, At home
929,EPb7QX,45-54 years old,Male, At home
930,EPb7QX,45-54 years old,Male, At the office
931,qbE1AY,<18 years old,Male, At home
932,RzByD9,55-64 years old,Male, At home
933,42NVQY,45-54 years old,Male, At home
934,EPb7XX,25-34 years old,Non-binary, At home
935,Albe2z,25-34 years old,Male, At home
936,PABJ9V,45-54 years old,Male, At home
937,rlrM5R,18-24 years old,Non-binary, At home
938,rlrM5R,18-24 years old,Non-binary, On the go
939,rlrM5R,18-24 years old,Non-binary, At a cafe
940,kYR8Pj,25-34 years old,Male, At home
941,kYR8Pj,25-34 years old,Male, At the office
942,kYR8Pj,25-34 years old,Male, At a cafe
943,J2kvqK,18-24 years old,Female, At home
944,J2kvqK,18-24 years old,Female, At the office
945,J2kvqK,18-24 years old,Female, At a cafe
946,J2kv1K,25-34 years old,Male, At home
947,J2kv1K,25-34 years old,Male, At the office
948,PABJpB,25-34 years old,Male, At home
949,EPb7l4,45-54 years old,Male, At home
950,EPb7l4,45-54 years old,Male, At the office
951,EPb7l4,45-54 years old,Male, At a cafe
952,XeBP0j,25-34 years old,Male, At home
953,XeBP0j,25-34 years old,Male, On the go
954,vNx5Yv,25-34 years old,Male, At home
955,NAB1WB,25-34 years old,Male, At home
956,NAB1WB,25-34 years old,Male, At the office
957,NAB1WB,25-34 years old,Male, At a cafe
958,42NV8k,35-44 years old,Male, At home
959,42NV8k,35-44 years old,Male, At the office
960,42NV8k,35-44 years old,Male, At a cafe
961,VZ1OQg,25-34 years old,Non-binary, At home
962,LdMLWj,35-44 years old,Male, At home
963,LdMLKv,25-34 years old,Male, At home
964,LdMLKv,25-34 years old,Male, At the office
965,zKQ5Ya,25-34 years old,Female, At home
966,pLPpoJ,35-44 years old,Male, At home
967,lNlkqv,25-34 years old,Male, At home
968,GrBO2O,25-34 years old,Female, At home
969,GrBO2O,25-34 years old,Female, At the office
970,GrBO2O,25-34 years old,Female, At a cafe
971,KMBK1A,35-44 years old,Female, At the office
972,dY2e9o,25-34 years old,Male, At home
973,9dJjQp,45-54 years old,Male, At home
974,9dJjQp,45-54 years old,Male, On the go
975,QABl58,25-34 years old,Male, At home
976,BGbWk5,25-34 years old,Male, At home
977,24xGPj,25-34 years old,Male, At home
978,24xGPj,25-34 years old,Male, At the office
979,0EjRdB,18-24 years old,Male, At home
980,0EjRdB,18-24 years old,Male, At the office
981,0EjRdB,18-24 years old,Male, On the go
982,RzByPd,25-34 years old,Male, At home
983,RzBq9P,55-64 years old,Male, At home
984,PABJ65,25-34 years old,Male, At home
985,PABJ65,25-34 years old,Male, At the office
986,oAVLRP,25-34 years old,Non-binary, At home
987,24xGPL,25-34 years old,Male, At home
988,rlr84L,25-34 years old,Female, At home
989,rlr84L,25-34 years old,Female, At a cafe
990,VZ1O0v,25-34 years old,Male, At home
991,VZ1O0v,25-34 years old,Male, At the office
992,VZ1O0v,25-34 years old,Male, At a cafe
993,bl4QWL,25-34 years old,Non-binary, At home
994,qbE1a9,25-34 years old,Male, At home
995,VZ1O5J,45-54 years old,Female, At home
996,VZ1O5J,45-54 years old,Female, On the go
997,rlrMPl,25-34 years old,Female, At home
998,rlrMPl,25-34 years old,Female, At a cafe
999,EPb7XN,55-64 years old,Female, At home
1000,dY2e0o,18-24 years old,Male, At home
1001,lNlkyB,18-24 years old,Male, At home
1002,lNlkyB,18-24 years old,Male, At the office
1003,lNlkyB,18-24 years old,Male, On the go
1004,lNlkyB,18-24 years old,Male, At a cafe
1005,BGbJo7,25-34 years old,Male, At home
1006,BGbJo7,25-34 years old,Male, At the office
1007,BGbJo7,25-34 years old,Male, At a cafe
1008,xdN5ay,35-44 years old,Male, At home
1009,xdN5ay,35-44 years old,Male, At the office
1010,xdN5ay,35-44 years old,Male, On the go
1011,xdN5ay,35-44 years old,Male, At a cafe
1012,GrBAdp,25-34 years old,Female, At the office
1013,BGbWxQ,35-44 years old,Female, At home
1014,MAdpzp,35-44 years old,Male, At home
1015,MAdpzp,35-44 years old,Male, At the office
1016,MAdpzp,35-44 years old,Male, On the go
1017,MAdpzp,35-44 years old,Male, At a cafe
1018,RzBy0J,25-34 years old,Male, At home
1019,RzBy0J,25-34 years old,Male, At the office
1020,PABJ1e,25-34 years old,Male, At home
1021,XeBPWj,25-34 years old,Male, At home
1022,XeBPWj,25-34 years old,Male, At the office
1023,XeBPWj,25-34 years old,Male, At a cafe
1024,g5N6Gl,35-44 years old,Male, At home
1025,g5N6Gl,35-44 years old,Male, At the office
1026,g5N6Gl,35-44 years old,Male, At a cafe
1027,jB9AZJ,18-24 years old,Female, At home
1028,jB9AZJ,18-24 years old,Female, At the office
1029,jB9AZJ,18-24 years old,Female, On the go
1030,jB9AZJ,18-24 years old,Female, At a cafe
1031,g5N6e4,25-34 years old,Male, At home
