,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
218,Yaroslava Mahuchikh,gold,Ukraine,2001-09-19,Dnipro,48.4675,35.04,female,athletics women's high jump,athletics
219,Nicola Olyslagers,silver,Australia,1996-12-28,North Gosford,-33.415,151.3511111,female,athletics women's high jump,athletics
220,Eleanor Patterson,bronze,Australia,1996-05-22,Leongatha,-38.48333333,145.95,female,athletics women's high jump,athletics
221,Nina Kennedy,gold,Australia,1997-04-05,Perth,-31.95583333,115.8597222,female,athletics women's pole vault,athletics
222,Katie Moon,silver,United States of America,1991-06-13,Lakewood,41.48083333,-81.80027778,female,athletics women's pole vault,athletics
223,Alysha Newman,bronze,Canada,1994-06-29,London,42.9837,-81.2497,female,athletics women's pole vault,athletics
224,Tara Davis-Woodhall,gold,United States of America,1999-05-20,Mesquite,32.78278,-96.60972,female,athletics women's long jump,athletics
225,Malaika Mihambo,silver,Germany,1994-02-03,Heidelberg,49.41222222,8.71,female,athletics women's long jump,athletics
226,Jasmine Moore,bronze,United States of America,2001-05-01,Grand Prairie,32.715278,-97.016944,female,athletics women's long jump,athletics
227,Thea LaFond,gold,Dominica,1994-04-05,Roseau,15.3,-61.38333333,female,athletics women's triple jump,athletics
228,Shanieka Ricketts,silver,Jamaica,1992-02-02,Saint Thomas Parish,17.9,-76.43333333,female,athletics women's triple jump,athletics
229,Jasmine Moore,bronze,United States of America,2001-05-01,Grand Prairie,32.715278,-97.016944,female,athletics women's triple jump,athletics
230,Yemisi Ogunleye,gold,Germany,1998-10-03,Germersheim,49.21666667,8.366666667,female,athletics women's shot put,athletics
231,Maddison-Lee Wesche,silver,New Zealand,1999-06-13,Auckland,-36.84916667,174.7652778,female,athletics women's shot put,athletics
232,Song Jiayuan,bronze,People's Republic of China,1997-09-15,Shanghai,31.16666667,121.4666667,female,athletics women's shot put,athletics
233,Valarie Allman,gold,United States of America,1995-02-23,Newark,39.68333333,-75.75,female,athletics women's discus throw,athletics
234,Feng Bin,silver,People's Republic of China,1994-04-03,Penglai District,37.81666667,120.7333333,female,athletics women's discus throw,athletics
235,Sandra Perković,bronze,Croatia,1990-06-21,Zagreb,45.81305556,15.97722222,female,athletics women's discus throw,athletics
236,Camryn Rogers,gold,Canada,1999-06-07,Richmond,49.16666667,-123.1333333,female,athletics women's hammer throw,athletics
237,Annette Echikunwoke,silver,United States of America,1996-07-29,Pickerington,39.8922,-82.7639,female,athletics women's hammer throw,athletics
238,Zhao Jie,bronze,People's Republic of China,2002-10-13,Unknown,,,female,athletics women's hammer throw,athletics
239,Haruka Kitaguchi,gold,Japan,1998-03-16,Asahikawa,43.77063889,142.365,female,athletics women's javelin throw,athletics
240,Jo-Ané van Dyk,silver,South Africa,1997-10-03,Worcester,-33.645,19.44361111,female,athletics women's javelin throw,athletics
241,Nikola Ogrodníková,bronze,Czech Republic,1990-08-18,Ostrava,49.83555556,18.2925,female,athletics women's javelin throw,athletics
242,Nafissatou Thiam,gold,Belgium,1994-08-19,City of Brussels,50.84666667,4.351666667,female,athletics women's heptathlon,athletics
243,Katarina Johnson-Thompson,silver,United Kingdom,1993-01-09,Liverpool,53.4075,-2.991944444,female,athletics women's heptathlon,athletics
244,Noor Vidts,bronze,Belgium,1996-05-30,Vilvoorde,50.92813889,4.424488889,female,athletics women's heptathlon,athletics
245,Eugene Omalla,gold,Netherlands,2000-10-05,Zoetermeer,52.06111111,4.493333333,male,athletics mixed 4 × 400 metres relay,athletics
246,Lieke Klaver,gold,Netherlands,1998-08-20,Velsen,52.46666667,4.616666667,female,athletics mixed 4 × 400 metres relay,athletics
247,Isaya Klein Ikkink,gold,Netherlands,2003-05-13,Vlaardingen,51.91666667,4.35,male,athletics mixed 4 × 400 metres relay,athletics
248,Femke Bol,gold,Netherlands,2000-02-23,Amersfoort,52.15,5.38,female,athletics mixed 4 × 400 metres relay,athletics
249,Cathelijn Peeters,gold,Netherlands,1996-11-06,Dongen,51.6258,4.9433,female,athletics mixed 4 × 400 metres relay,athletics
250,Vernon Norwood,silver,United States of America,1992-04-10,New Orleans,29.97611111,-90.07833333,male,athletics mixed 4 × 400 metres relay,athletics
251,Shamier Little,silver,United States of America,1995-03-20,Louisville,38.25611111,-85.75138889,female,athletics mixed 4 × 400 metres relay,athletics
252,Bryce Deadmon,silver,United States of America,1997-03-26,Missouri City,29.58278,-95.53917,male,athletics mixed 4 × 400 metres relay,athletics
253,Kaylyn Brown,silver,United States of America,2004-12-31,Charlotte,35.22694444,-80.84333333,female,athletics mixed 4 × 400 metres relay,athletics
254,Samuel Reardon,bronze,United Kingdom,2003-10-30,Sheffield,53.38083333,-1.470277778,male,athletics mixed 4 × 400 metres relay,athletics
255,Laviai Nielsen,bronze,United Kingdom,1996-03-13,London,51.50722222,-0.1275,female,athletics mixed 4 × 400 metres relay,athletics
256,Alex Haydock-Wilson,bronze,United Kingdom,1999-07-28,Eton,51.4881,-0.6092,male,athletics mixed 4 × 400 metres relay,athletics
257,Amber Anning,bronze,United Kingdom,2000-11-18,London,51.50722222,-0.1275,female,athletics mixed 4 × 400 metres relay,athletics
258,Nicole Yeargin,bronze,United Kingdom,1997-08-11,Bowie,38.94277778,-76.73027778,female,athletics mixed 4 × 400 metres relay,athletics
259,Álvaro Martín,gold,Spain,1994-06-18,Llerena,38.2375,-6.015277778,male,athletics mixed marathon walk relay,athletics
260,María Pérez,gold,Spain,1996-04-29,Orce,37.72138889,-2.479444444,female,athletics mixed marathon walk relay,athletics
261,Brian Pintado,silver,Ecuador,1995-07-29,Cuenca,-2.897413889,-79.00448056,male,athletics mixed marathon walk relay,athletics
262,Glenda Morejón,silver,Ecuador,2000-05-30,Ibarra,0.362778,-78.13,female,athletics mixed marathon walk relay,athletics
263,Rhydian Cowley,bronze,Australia,1991-01-04,Clayton,-37.915,145.13,male,athletics mixed marathon walk relay,athletics
264,Jemima Montag,bronze,Australia,1998-02-15,East Melbourne,-37.813,144.985,female,athletics mixed marathon walk relay,athletics
265,Viktor Axelsen,gold,Denmark,1994-01-04,Odense,55.4,10.38333333,male,badminton men's singles,badminton
266,Kunlavut Vitidsarn,silver,Thailand,2001-05-11,Bangkok,13.75,100.5166667,male,badminton men's singles,badminton
267,Lee Zii Jia,bronze,Malaysia,1998-03-29,Alor Setar,6.116666667,100.3666667,male,badminton men's singles,badminton
268,Lee Yang,gold,Chinese Taipei,1995-08-12,Taipei,25.0375,121.5625,male,badminton men's doubles,badminton
269,Wang Chi-Lin,gold,Chinese Taipei,1995-01-18,Taipei,25.0375,121.5625,male,badminton men's doubles,badminton
270,Liang Weikeng,silver,People's Republic of China,2000-11-30,Guangzhou,23.13,113.26,male,badminton men's doubles,badminton
271,Wang Chang,silver,People's Republic of China,2001-05-07,Ningbo,29.875,121.5491667,male,badminton men's doubles,badminton
272,Aaron Chia Teng Fong,bronze,Malaysia,1997-02-24,Malacca,2.2,102.251,male,badminton men's doubles,badminton
273,Soh Wooi Yik,bronze,Malaysia,1998-02-17,Kuala Lumpur,3.147777778,101.6952778,male,badminton men's doubles,badminton
274,An Se-young,gold,South Korea,2002-02-05,Gwangju,35.16666667,126.9166667,female,badminton women's singles,badminton
275,He Bingjiao,silver,People's Republic of China,1997-03-21,Lianyungang,34.59057,119.1801,female,badminton women's singles,badminton
276,Gregoria Mariska Tunjung,bronze,Indonesia,1999-08-11,Wonogiri,-7.91667,111.0,female,badminton women's singles,badminton
277,Chen Qingchen,gold,People's Republic of China,1997-06-23,Xingning,24.16805556,115.6669444,female,badminton women's doubles,badminton
278,Jia Yifan,gold,People's Republic of China,1997-06-29,Tianjin,39.14666667,117.2055556,female,badminton women's doubles,badminton
279,Liu Shengshu,silver,People's Republic of China,2004-04-08,Liaoning,41.80388889,123.4258333,female,badminton women's doubles,badminton
280,Tan Ning,silver,People's Republic of China,2003-04-03,Fujian,25.9,118.3,female,badminton women's doubles,badminton
281,Nami Matsuyama,bronze,Japan,1998-06-28,Fukuoka Prefecture,33.60611111,130.4180556,female,badminton women's doubles,badminton
282,Chiharu Shida,bronze,Japan,1997-04-29,Hachirogata,39.94936111,140.0733056,female,badminton women's doubles,badminton
283,Zheng Siwei,gold,People's Republic of China,1997-02-26,Wenzhou,27.999128,120.656075,male,badminton mixed doubles,badminton
284,Huang Yaqiong,gold,People's Republic of China,1994-02-28,Zhejiang,30.26666667,120.15,female,badminton mixed doubles,badminton
285,Kim Won-ho,silver,South Korea,1999-06-02,Suwon,37.28583333,127.01,male,badminton mixed doubles,badminton
286,Jeong Na-eun,silver,South Korea,2000-06-27,Seoul,37.56,126.99,female,badminton mixed doubles,badminton
287,Yuta Watanabe,bronze,Japan,1997-06-13,Suginami-ku,35.69944444,139.6363889,male,badminton mixed doubles,badminton
288,Arisa Higashino,bronze,Japan,1996-08-01,Iwamizawa,43.19616667,141.7758889,female,badminton mixed doubles,badminton
289,Bam Adebayo,gold,United States of America,1997-07-18,Pinetown,35.61027778,-76.86138889,male,basketball men's tournament,basketball
290,Devin Booker,gold,United States of America,1996-10-30,Grand Rapids,42.96336,-85.66809,male,basketball men's tournament,basketball
291,Stephen Curry,gold,United States of America,1988-03-14,Akron,41.07305556,-81.51777778,male,basketball men's tournament,basketball
292,Anthony Davis,gold,United States of America,1993-03-11,Chicago,41.85003,-87.65005,male,basketball men's tournament,basketball
293,Kevin Durant,gold,United States of America,1988-09-29,Suitland,38.8486,-76.9244,male,basketball men's tournament,basketball
294,Anthony Edwards,gold,United States of America,2001-08-05,Atlanta,33.75694444,-84.39027778,male,basketball men's tournament,basketball
295,Joel Embiid,gold,United States of America,1994-03-16,Yaoundé,3.857777778,11.51805556,male,basketball men's tournament,basketball
296,Tyrese Haliburton,gold,United States of America,2000-02-29,Oshkosh,44.02416667,-88.56111111,male,basketball men's tournament,basketball
297,Jrue Holiday,gold,United States of America,1990-06-12,Los Angeles,34.05223,-118.24368,male,basketball men's tournament,basketball
298,LeBron James,gold,United States of America,1984-12-30,Akron,41.07305556,-81.51777778,male,basketball men's tournament,basketball
299,Jayson Tatum,gold,United States of America,1998-03-03,St. Louis,38.62638889,-90.19944444,male,basketball men's tournament,basketball
300,Derrick White,gold,United States of America,1994-07-02,Parker,39.5194,-104.766,male,basketball men's tournament,basketball
301,Andrew Albicy,silver,France,1990-03-21,Sèvres,48.82305556,2.210833333,male,basketball men's tournament,basketball
302,Nicolas Batum,silver,France,1988-12-14,Lisieux,49.14555556,0.225555556,male,basketball men's tournament,basketball
303,Isaia Cordinier,silver,France,1996-11-28,Créteil,48.77777778,2.453055556,male,basketball men's tournament,basketball
304,Bilal Coulibaly,silver,France,2004-07-26,Saint-Cloud,48.84638889,2.215277778,male,basketball men's tournament,basketball
305,Nando de Colo,silver,France,1987-06-23,Sainte-Catherine,50.30722222,2.763055556,male,basketball men's tournament,basketball
306,Evan Fournier,silver,France,1992-10-29,Saint-Maurice,48.81833333,2.434722222,male,basketball men's tournament,basketball
307,Rudy Gobert,silver,France,1992-06-26,Saint-Quentin,49.84777778,3.285555556,male,basketball men's tournament,basketball
308,Mathias Lessort,silver,France,1995-09-29,Fort-de-France,14.6,-61.06666667,male,basketball men's tournament,basketball
309,Frank Ntilikina,silver,France,1998-07-28,Ixelles - Elsene,50.83305556,4.366944444,male,basketball men's tournament,basketball
310,Matthew Strazel,silver,France,2002-08-05,Bourg-la-Reine,48.77805556,2.315833333,male,basketball men's tournament,basketball
311,Victor Wembanyama,silver,France,2004-01-04,Le Chesnay,48.82027778,2.130277778,male,basketball men's tournament,basketball
312,Guerschon Yabusele,silver,France,1995-12-17,Dreux,48.73638889,1.365555556,male,basketball men's tournament,basketball
313,Aleksa Avramović,bronze,Serbia,1994-10-25,Čačak,43.89138889,20.34972222,male,basketball men's tournament,basketball
314,Bogdan Bogdanović,bronze,Serbia,1992-08-18,Belgrade,44.81777778,20.45694444,male,basketball men's tournament,basketball
315,Dejan Davidovac,bronze,Serbia,1995-01-17,Zrenjanin,45.37777778,20.38611111,male,basketball men's tournament,basketball
316,Ognjen Dobrić,bronze,Serbia,1994-10-27,Knin,44.03333333,16.18333333,male,basketball men's tournament,basketball
317,Marko Gudurić,bronze,Serbia,1995-03-08,Priboj,43.58163,19.52734,male,basketball men's tournament,basketball
318,Nikola Jokić,bronze,Serbia,1995-02-19,Sombor,45.78,19.12,male,basketball men's tournament,basketball
319,Nikola Jović,bronze,Serbia,2003-06-09,Leicester,52.63611111,-1.133055556,male,basketball men's tournament,basketball
320,Vanja Marinković,bronze,Serbia,1997-01-09,Belgrade,44.81777778,20.45694444,male,basketball men's tournament,basketball
321,Vasilije Micić,bronze,Serbia,1994-01-13,Kraljevo,43.72342,20.686975,male,basketball men's tournament,basketball
322,Nikola Milutinov,bronze,Serbia,1994-12-30,Novi Sad,45.26444444,19.83166667,male,basketball men's tournament,basketball
323,Filip Petrušev,bronze,Serbia,2000-04-15,Belgrade,44.81777778,20.45694444,male,basketball men's tournament,basketball
324,Uroš Plavšić,bronze,Serbia,1998-01-01,Čačak,43.89138889,20.34972222,male,basketball men's tournament,basketball
325,Napheesa Collier,gold,United States of America,1996-09-23,O'Fallon,38.78444444,-90.70805556,female,basketball women's tournament,basketball
326,Kahleah Copper,gold,United States of America,1994-08-28,Philadelphia,39.95277778,-75.16361111,female,basketball women's tournament,basketball
327,Chelsea Gray,gold,United States of America,1992-10-08,Hayward,37.66888889,-122.0808333,female,basketball women's tournament,basketball
328,Brittney Griner,gold,United States of America,1990-10-18,Houston,29.76277778,-95.38305556,female,basketball women's tournament,basketball
329,Sabrina Ionescu,gold,United States of America,1997-12-06,Walnut Creek,37.9063131,-122.064963,female,basketball women's tournament,basketball
330,Jewell Loyd,gold,United States of America,1993-10-05,Chicago,41.85003,-87.65005,female,basketball women's tournament,basketball
331,Kelsey Plum,gold,United States of America,1994-08-24,Poway,32.96277778,-117.0358333,female,basketball women's tournament,basketball
332,Breanna Stewart,gold,United States of America,1994-08-27,Syracuse,43.046899,-76.144423,female,basketball women's tournament,basketball
333,Diana Taurasi,gold,United States of America,1982-06-11,Glendale,34.17083333,-118.25,female,basketball women's tournament,basketball
334,Alyssa Thomas,gold,United States of America,1992-04-12,Harrisburg,40.26455487,-76.88338168,female,basketball women's tournament,basketball
335,A'ja Wilson,gold,United States of America,1996-08-08,Hopkins,33.90555556,-80.87666667,female,basketball women's tournament,basketball
336,Jackie Young,gold,United States of America,1997-09-16,Princeton,38.3536,-87.5706,female,basketball women's tournament,basketball
337,Valériane Ayayi,silver,France,1994-04-29,Bordeaux,44.83777778,-0.579444444,female,basketball women's tournament,basketball
338,Marième Badiane,silver,France,1994-11-24,Brest,48.39,-4.486944444,female,basketball women's tournament,basketball
339,Romane Bernies,silver,France,1993-06-27,Agen,44.20305556,0.618611111,female,basketball women's tournament,basketball
340,Alexia Chartereau,silver,France,1998-09-05,Le Mans,48.00416667,0.196944444,female,basketball women's tournament,basketball
341,Marine Fauthoux,silver,France,2001-01-23,Pau,43.30083333,-0.37,female,basketball women's tournament,basketball
342,Marine Johannes,silver,France,1995-01-21,Lisieux,49.14555556,0.225555556,female,basketball women's tournament,basketball
343,Leïla Lacan,silver,France,2004-06-02,Rodez,44.35,2.574166667,female,basketball women's tournament,basketball
344,Dominique Malonga,silver,France,2005-11-16,Yaoundé,3.857777778,11.51805556,female,basketball women's tournament,basketball
345,Sarah Michel,silver,France,1989-01-10,Ris-Orangis,48.65111111,2.413055556,female,basketball women's tournament,basketball
346,Iliana Rupert,silver,France,2001-07-12,Sèvres,48.82305556,2.210833333,female,basketball women's tournament,basketball
347,Janelle Salaün,silver,France,2001-09-05,Paris,48.85666667,2.352222222,female,basketball women's tournament,basketball
348,Gabby Williams,silver,France,1996-09-09,Sparks,39.54047222,-119.7487222,female,basketball women's tournament,basketball
349,Amy Atwell,bronze,Australia,1998-01-01,Perth,-31.95583333,115.8597222,female,basketball women's tournament,basketball
